doi,author,title,pub_date,journal,country,iso_3,region,y_coordinate,x_coordinate,sampling_start_year,sampling_end_year,species,pathogen,species_2,strain,control_strain,sample_type,sal_prevalence,no_sample,no_isolate,antimicrobial,antimicrobial_compound,antibiotic_class,who_classification,percent_resistant,percent_intermediate,percent_susceptible,perc_res_inc_intermediate,perc_res_excl_intermediate,ast_method,no_isolates_resistant,no_isolates_intermediate,no_isolates_susceptible,mdr_percentage,laboratory_guidelines,conc_of_a_musedforsusceptibilitytest_mg_mg_ml,susceptible_breakpoint,notes
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,Eastern Africa,8.98,38.76,2003,2004,Sheep,Salmonella,,,,Meat,32.7,NA,3,Trimethoprim,TMP,Sulfonamides,Highly important,0,NA,NA,NA,NA,Agar dillution,0,0,3,23.5,CLSI 2002,,>=16,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,Eastern Africa,8.98,38.76,2003,2004,Chicken,Salmonella,,,,Meat,32.7,NA,18,Tetracycline,TET,Tetracycline,Highly important,25,NA,NA,NA,NA,Agar dillution,6,0,12,23.5,CLSI 2002,,>=16,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,Eastern Africa,8.98,38.76,2003,2004,Pigs,Salmonella,,,,Meat,32.7,NA,7,Tetracycline,TET,Tetracycline,Highly important,25,NA,NA,NA,NA,Agar dillution,5,0,2,23.5,CLSI 2002,,>=16,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,Eastern Africa,8.98,38.76,2003,2004,Sheep,Salmonella,,,,Meat,32.7,NA,3,Tetracycline,TET,Tetracycline,Highly important,25,NA,NA,NA,NA,Agar dillution,2,0,1,23.5,CLSI 2002,,>=16,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,Eastern Africa,8.98,38.76,2003,2004,Chicken,Salmonella,,,,Meat,32.7,NA,18,Carbadox,CRB,Quinoxalines,Not used in humans,0,NA,NA,NA,NA,Agar dillution,0,0,18,23.5,CLSI 2002,,>=30,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,Eastern Africa,8.98,38.76,2003,2004,Pigs,Salmonella,,,,Meat,32.7,NA,7,Carbadox,CRB,Quinoxalines,Not used in humans,0,NA,NA,NA,NA,Agar dillution,2,0,5,23.5,CLSI 2002,,>=30,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,Eastern Africa,8.98,38.76,2003,2004,Sheep,Salmonella,,,,Meat,32.7,NA,3,Carbadox,CRB,Quinoxalines,Not used in humans,0,NA,NA,NA,NA,Agar dillution,2,0,1,23.5,CLSI 2002,,>=30,
10.5897/AJMR11.950,Fasure et al.2012,Antimicrobial resistance patterns and emergingfluoroquinolone resistant Salmonella isolates frompoultry and asymptomatic poultry workers.,2012,African Journal of Microbiology Research,Nigeria,NGA,West Africa,6.584365,3.083661,NA,NA,Chicken,Salmonella,,,,Cloacal,15.6,NA,64,Gentamycin,GEN,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Disk diffusion,8,0,56,16.5,NCCLS 2002,,,
10.5897/AJMR11.950,Fasure et al.2012,Antimicrobial resistance patterns and emergingfluoroquinolone resistant Salmonella isolates frompoultry and asymptomatic poultry workers.,2012,African Journal of Microbiology Research,Nigeria,NGA,West Africa,6.584365,3.083661,NA,NA,Chicken,Salmonella,,,,Cloacal,15.6,NA,64,Streptomycin,STR,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Disk diffusion,58,0,6,16.5,NCCLS 2002,,,
10.5897/AJMR11.950,Fasure et al.2012,Antimicrobial resistance patterns and emergingfluoroquinolone resistant Salmonella isolates frompoultry and asymptomatic poultry workers.,2012,African Journal of Microbiology Research,Nigeria,NGA,West Africa,6.584365,3.083661,NA,NA,Chicken,Salmonella,,,,Cloacal,15.6,NA,64,Levofloxacin,LVF,Fluoroquinolones,Critically important,NA,NA,NA,NA,NA,Disk diffusion,2,0,62,16.5,NCCLS 2002,,,
10.5897/AJMR11.950,Fasure et al.2012,Antimicrobial resistance patterns and emergingfluoroquinolone resistant Salmonella isolates frompoultry and asymptomatic poultry workers.,2012,African Journal of Microbiology Research,Nigeria,NGA,West Africa,6.584365,3.083661,NA,NA,Chicken,Salmonella,,,,Cloacal,15.6,NA,64,Ciprofloxacin,CIP,Fluoroquinolones,Critically important,NA,NA,NA,NA,NA,Disk diffusion,4,0,60,16.5,NCCLS 2002,,,
10.5897/AJMR11.950,Fasure et al.2012,Antimicrobial resistance patterns and emergingfluoroquinolone resistant Salmonella isolates frompoultry and asymptomatic poultry workers.,2012,African Journal of Microbiology Research,Nigeria,NGA,West Africa,6.584365,3.083661,NA,NA,Chicken,Salmonella,,,,Cloacal,15.6,NA,64,Nalidixic acid,NAL,Fluoroquinolones,Critically important,NA,NA,NA,NA,NA,Disk diffusion,24,0,40,16.5,NCCLS 2002,,,
10.5897/AJMR11.950,Fasure et al.2012,Antimicrobial resistance patterns and emergingfluoroquinolone resistant Salmonella isolates frompoultry and asymptomatic poultry workers.,2012,African Journal of Microbiology Research,Nigeria,NGA,West Africa,6.584365,3.083661,NA,NA,Chicken,Salmonella,,,,Cloacal,15.6,NA,64,Ampicillin,AMP,Penicillin ,Critically important,NA,NA,NA,NA,NA,Disk diffusion,64,0,0,16.5,NCCLS 2002,,,
10.5897/AJMR11.950,Fasure et al.2012,Antimicrobial resistance patterns and emergingfluoroquinolone resistant Salmonella isolates frompoultry and asymptomatic poultry workers.,2012,African Journal of Microbiology Research,Nigeria,NGA,West Africa,6.584365,3.083661,NA,NA,Chicken,Salmonella,,,,Cloacal,15.6,NA,64,Co-trimoxazole ,COT,Sulfonamides,Highly important,NA,NA,NA,NA,NA,Disk diffusion,26,0,38,16.5,NCCLS 2002,,,
10.5897/AJMR11.950,Fasure et al.2012,Antimicrobial resistance patterns and emergingfluoroquinolone resistant Salmonella isolates frompoultry and asymptomatic poultry workers.,2012,African Journal of Microbiology Research,Nigeria,NGA,West Africa,6.584365,3.083661,NA,NA,Chicken,Salmonella,,,,Cloacal,15.6,NA,64,Tetracycline,TET,Tetracycline,Highly important,NA,NA,NA,NA,NA,Disk diffusion,46,0,18,16.5,NCCLS 2002,,,
10.5897/AJMR11.950,Fasure et al.2012,Antimicrobial resistance patterns and emergingfluoroquinolone resistant Salmonella isolates frompoultry and asymptomatic poultry workers.,2012,African Journal of Microbiology Research,Nigeria,NGA,West Africa,6.584365,3.083661,NA,NA,Chicken,Salmonella,,,,Cloacal,15.6,NA,64,Nitrofurantoin,NIT,Nitrofurans,Important,NA,NA,NA,NA,NA,Disk diffusion,44,0,20,16.5,NCCLS 2002,,,
10.1089/fpd.2018.2459,Fall-Niang et al.2019,"Antimicrobial Resistance Profile of Salmonella Isolates in Chicken Carcasses in Dakar, Senegal.",2019,Foodborne pathogens and disease,Senegal,SEN,West Africa,14.733691,-17.493081,2012,2013,Chicken,Salmonella,,,,Meat,78,300,273,Ceftazadime,CAZ,3rd generation Cephalosporin,Critically important,NA,NA,NA,NA,NA,Disk diffusion,3,0,270,75,CA-SFM 2011,,,
10.1089/fpd.2018.2459,Fall-Niang et al.2019,"Antimicrobial Resistance Profile of Salmonella Isolates in Chicken Carcasses in Dakar, Senegal.",2019,Foodborne pathogens and disease,Senegal,SEN,West Africa,14.733691,-17.493081,2012,2013,Chicken,Salmonella,,,,Meat,78,300,273,Cefotaxime,CTX,3rd generation Cephalosporin,Critically important,NA,NA,NA,NA,NA,Disk diffusion,3,0,270,75,CA-SFM 2011,,,
10.1089/fpd.2018.2459,Fall-Niang et al.2019,"Antimicrobial Resistance Profile of Salmonella Isolates in Chicken Carcasses in Dakar, Senegal.",2019,Foodborne pathogens and disease,Senegal,SEN,West Africa,14.733691,-17.493081,2012,2013,Chicken,Salmonella,,,,Meat,78,300,273,Gentamycin,GEN,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Disk diffusion,23,0,250,75,CA-SFM 2011,,,
10.1089/fpd.2018.2459,Fall-Niang et al.2019,"Antimicrobial Resistance Profile of Salmonella Isolates in Chicken Carcasses in Dakar, Senegal.",2019,Foodborne pathogens and disease,Senegal,SEN,West Africa,14.733691,-17.493081,2012,2013,Chicken,Salmonella,,,,Meat,78,300,273,Amikacin,AMK,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Disk diffusion,3,0,270,75,CA-SFM 2011,,,
10.1089/fpd.2018.2459,Fall-Niang et al.2019,"Antimicrobial Resistance Profile of Salmonella Isolates in Chicken Carcasses in Dakar, Senegal.",2019,Foodborne pathogens and disease,Senegal,SEN,West Africa,14.733691,-17.493081,2012,2013,Chicken,Salmonella,,,,Meat,78,300,273,Imipenem,IMP,Carbapenem,Critically important,NA,NA,NA,NA,NA,Disk diffusion,3,0,270,75,CA-SFM 2011,,,
10.1089/fpd.2018.2459,Fall-Niang et al.2019,"Antimicrobial Resistance Profile of Salmonella Isolates in Chicken Carcasses in Dakar, Senegal.",2019,Foodborne pathogens and disease,Senegal,SEN,West Africa,14.733691,-17.493081,2012,2013,Chicken,Salmonella,,,,Meat,78,300,273,Norfloxacin,NOR,Fluoroquinolones,Critically important,NA,NA,NA,NA,NA,Disk diffusion,49,0,224,75,CA-SFM 2011,,,
10.1089/fpd.2018.2459,Fall-Niang et al.2019,"Antimicrobial Resistance Profile of Salmonella Isolates in Chicken Carcasses in Dakar, Senegal.",2019,Foodborne pathogens and disease,Senegal,SEN,West Africa,14.733691,-17.493081,2012,2013,Chicken,Salmonella,,,,Meat,78,300,273,Ciprofloxacin,CIP,Fluoroquinolones,Critically important,NA,NA,NA,NA,NA,Disk diffusion,46,0,227,75,CA-SFM 2011,,,
10.1089/fpd.2018.2459,Fall-Niang et al.2019,"Antimicrobial Resistance Profile of Salmonella Isolates in Chicken Carcasses in Dakar, Senegal.",2019,Foodborne pathogens and disease,Senegal,SEN,West Africa,14.733691,-17.493081,2012,2013,Chicken,Salmonella,,,,Meat,78,300,273,Nalidixic acid,NAL,Fluoroquinolones,Critically important,NA,NA,NA,NA,NA,Disk diffusion,44,0,229,75,CA-SFM 2011,,,
10.1089/fpd.2018.2459,Fall-Niang et al.2019,"Antimicrobial Resistance Profile of Salmonella Isolates in Chicken Carcasses in Dakar, Senegal.",2019,Foodborne pathogens and disease,Senegal,SEN,West Africa,14.733691,-17.493081,2012,2013,Chicken,Salmonella,,,,Meat,78,300,273,Ticarcillin,TIC,Penicillin ,Critically important,NA,NA,NA,NA,NA,Disk diffusion,11,0,262,75,CA-SFM 2011,,,
10.1089/fpd.2018.2459,Fall-Niang et al.2019,"Antimicrobial Resistance Profile of Salmonella Isolates in Chicken Carcasses in Dakar, Senegal.",2019,Foodborne pathogens and disease,Senegal,SEN,West Africa,14.733691,-17.493081,2012,2013,Chicken,Salmonella,,,,Meat,78,300,273,Cefoxitin,FOX,2nd generation Cephalosporin,Highly important,NA,NA,NA,NA,NA,Disk diffusion,11,0,262,75,CA-SFM 2011,,,
10.1089/fpd.2018.2459,Fall-Niang et al.2019,"Antimicrobial Resistance Profile of Salmonella Isolates in Chicken Carcasses in Dakar, Senegal.",2019,Foodborne pathogens and disease,Senegal,SEN,West Africa,14.733691,-17.493081,2012,2013,Chicken,Salmonella,,,,Meat,78,300,273,Chloromphenicols,CHL,Amphenicols,Highly important,NA,NA,NA,NA,NA,Disk diffusion,7,0,266,75,CA-SFM 2011,,,
10.1089/fpd.2018.2459,Fall-Niang et al.2019,"Antimicrobial Resistance Profile of Salmonella Isolates in Chicken Carcasses in Dakar, Senegal.",2019,Foodborne pathogens and disease,Senegal,SEN,West Africa,14.733691,-17.493081,2012,2013,Chicken,Salmonella,,,,Meat,78,300,273,Co-trimoxazole ,COT,Sulfonamides,Highly important,NA,NA,NA,NA,NA,Disk diffusion,128,0,145,75,CA-SFM 2011,,,
10.1089/fpd.2018.2459,Fall-Niang et al.2019,"Antimicrobial Resistance Profile of Salmonella Isolates in Chicken Carcasses in Dakar, Senegal.",2019,Foodborne pathogens and disease,Senegal,SEN,West Africa,14.733691,-17.493081,2012,2013,Chicken,Salmonella,,,,Meat,78,300,273,Tetracycline,TET,Tetracycline,Highly important,NA,NA,NA,NA,NA,Disk diffusion,182,0,91,75,CA-SFM 2011,,,
10.9734/mrji/2019/v28i430136,Ibrahim et al.2019,"Antimicrobial resistance profile of Salmonella Typhimurium isolated from commercial poultry and poultry farm handlers in Nasarawa State, Nigeria",2019,Microbiology Research Journal International ,Nigeria,NGA,West Africa,8.500514,7.818037,NA,NA,Chicken,Salmonella,,,,,NA,NA,91,Ceftazadime,CAZ,3rd generation Cephalosporin,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,50,0,41,25,CLSI,,,
10.9734/mrji/2019/v28i430136,Ibrahim et al.2019,"Antimicrobial resistance profile of Salmonella Typhimurium isolated from commercial poultry and poultry farm handlers in Nasarawa State, Nigeria",2019,Microbiology Research Journal International ,Nigeria,NGA,West Africa,8.500514,7.818037,NA,NA,Chicken,Salmonella,,,,,NA,NA,91,Gentamycin,GEN,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,40,0,51,25,CLSI,,,
10.9734/mrji/2019/v28i430136,Ibrahim et al.2019,"Antimicrobial resistance profile of Salmonella Typhimurium isolated from commercial poultry and poultry farm handlers in Nasarawa State, Nigeria",2019,Microbiology Research Journal International ,Nigeria,NGA,West Africa,8.500514,7.818037,NA,NA,Chicken,Salmonella,,,,,NA,NA,91,Streptomycin,STR,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,45,0,46,25,CLSI,,,
10.9734/mrji/2019/v28i430136,Ibrahim et al.2019,"Antimicrobial resistance profile of Salmonella Typhimurium isolated from commercial poultry and poultry farm handlers in Nasarawa State, Nigeria",2019,Microbiology Research Journal International ,Nigeria,NGA,West Africa,8.500514,7.818037,NA,NA,Chicken,Salmonella,,,,,NA,NA,91,Imipenem,IMP,Carbapenem,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,1,0,90,25,CLSI,,,
10.9734/mrji/2019/v28i430136,Ibrahim et al.2019,"Antimicrobial resistance profile of Salmonella Typhimurium isolated from commercial poultry and poultry farm handlers in Nasarawa State, Nigeria",2019,Microbiology Research Journal International ,Nigeria,NGA,West Africa,8.500514,7.818037,NA,NA,Chicken,Salmonella,,,,,NA,NA,91,Ciprofloxacin,CIP,Fluoroquinolones,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,58,0,33,25,CLSI,,,
10.9734/mrji/2019/v28i430136,Ibrahim et al.2019,"Antimicrobial resistance profile of Salmonella Typhimurium isolated from commercial poultry and poultry farm handlers in Nasarawa State, Nigeria",2019,Microbiology Research Journal International ,Nigeria,NGA,West Africa,8.500514,7.818037,NA,NA,Chicken,Salmonella,,,,,NA,NA,91,Ampicillin,AMP,Penicillin ,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,84,0,7,25,CLSI,,,
10.9734/mrji/2019/v28i430136,Ibrahim et al.2019,"Antimicrobial resistance profile of Salmonella Typhimurium isolated from commercial poultry and poultry farm handlers in Nasarawa State, Nigeria",2019,Microbiology Research Journal International ,Nigeria,NGA,West Africa,8.500514,7.818037,NA,NA,Chicken,Salmonella,,,,,NA,NA,91,Amoxicillin-clavulanic acid,AMC,Penicillin ,Critically important,NA,NA,NA,NA,NA,Disk Diffusion,89,0,2,25,CLSI,,,
10.9734/mrji/2019/v28i430136,Ibrahim et al.2019,"Antimicrobial resistance profile of Salmonella Typhimurium isolated from commercial poultry and poultry farm handlers in Nasarawa State, Nigeria",2019,Microbiology Research Journal International ,Nigeria,NGA,West Africa,8.500514,7.818037,NA,NA,Chicken,Salmonella,,,,,NA,NA,91,Ceftriaxone,FFC,Amphenicols,Highly important,NA,NA,NA,NA,NA,Disk Diffusion,74,0,17,25,CLSI,,,
10.9734/mrji/2019/v28i430136,Ibrahim et al.2019,"Antimicrobial resistance profile of Salmonella Typhimurium isolated from commercial poultry and poultry farm handlers in Nasarawa State, Nigeria",2019,Microbiology Research Journal International ,Nigeria,NGA,West Africa,8.500514,7.818037,NA,NA,Chicken,Salmonella,,,,,NA,NA,91,Chloromphenicols,CHL,Amphenicols,Highly important,NA,NA,NA,NA,NA,Disk Diffusion,78,0,13,25,CLSI,,,
10.9734/mrji/2019/v28i430136,Ibrahim et al.2019,"Antimicrobial resistance profile of Salmonella Typhimurium isolated from commercial poultry and poultry farm handlers in Nasarawa State, Nigeria",2019,Microbiology Research Journal International ,Nigeria,NGA,West Africa,8.500514,7.818037,NA,NA,Chicken,Salmonella,,,,,NA,NA,91,Co-trimoxazole ,COT,Sulfonamides,Highly important,NA,NA,NA,NA,NA,Disk Diffusion,72,0,19,25,CLSI,,,
10.9734/mrji/2019/v28i430136,Ibrahim et al.2019,"Antimicrobial resistance profile of Salmonella Typhimurium isolated from commercial poultry and poultry farm handlers in Nasarawa State, Nigeria",2019,Microbiology Research Journal International ,Nigeria,NGA,West Africa,8.500514,7.818037,NA,NA,Chicken,Salmonella,,,,,NA,NA,91,Tetracycline,TET,Tetracycline,Highly important,NA,NA,NA,NA,NA,Disk Diffusion,88,0,3,25,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Enteriditis,,Meat,22,420,48,Cefotaxime,CTX,3rd generation Cephalosporin,Critically important,NA,NA,NA,NA,NA,Disk diffusion,6,0,42,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Typhimirium,,Meat,22,420,36,Cefotaxime,CTX,3rd generation Cephalosporin,Critically important,NA,NA,NA,NA,NA,Disk diffusion,4,0,32,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Kentucky,,Meat,22,420,12,Cefotaxime,CTX,3rd generation Cephalosporin,Critically important,NA,NA,NA,NA,NA,Disk diffusion,6,0,6,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Molade,,Meat,22,420,12,Cefotaxime,CTX,3rd generation Cephalosporin,Critically important,NA,NA,NA,NA,NA,Disk diffusion,0,0,12,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,,,Meat,22,420,120,Cefotaxime,CTX,3rd generation Cephalosporin,Critically important,NA,NA,NA,NA,NA,Disk diffusion,16,0,104,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Enteriditis,,Meat,22,420,48,Cefepime,FEP,4th generation Cephalosporin,Critically important,NA,NA,NA,NA,NA,Disk diffusion,10,0,38,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Typhimirium,,Meat,22,420,36,Cefepime,FEP,4th generation Cephalosporin,Critically important,NA,NA,NA,NA,NA,Disk diffusion,4,0,32,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Kentucky,,Meat,22,420,12,Cefepime,FEP,4th generation Cephalosporin,Critically important,NA,NA,NA,NA,NA,Disk diffusion,2,0,10,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Molade,,Meat,22,420,12,Cefepime,FEP,4th generation Cephalosporin,Critically important,NA,NA,NA,NA,NA,Disk diffusion,0,0,12,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,,,Meat,22,420,120,Cefepime,FEP,4th generation Cephalosporin,Critically important,NA,NA,NA,NA,NA,Disk diffusion,16,0,104,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Enteriditis,,Meat,22,420,48,Streptomycin,STR,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Disk diffusion,28,0,20,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Typhimirium,,Meat,22,420,36,Streptomycin,STR,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Disk diffusion,22,0,14,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Kentucky,,Meat,22,420,12,Streptomycin,STR,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Disk diffusion,10,0,2,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Molade,,Meat,22,420,12,Streptomycin,STR,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Disk diffusion,8,0,4,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,,,Meat,22,420,120,Streptomycin,STR,Aminoglycosides,Critically important,NA,NA,NA,NA,NA,Disk diffusion,78,0,42,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Enteriditis,,Meat,22,420,48,Imipenem,IMP,Carbapenem,Critically important,NA,NA,NA,NA,NA,Disk diffusion,0,0,48,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Typhimirium,,Meat,22,420,36,Imipenem,IMP,Carbapenem,Critically important,NA,NA,NA,NA,NA,Disk diffusion,0,0,36,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Kentucky,,Meat,22,420,12,Imipenem,IMP,Carbapenem,Critically important,NA,NA,NA,NA,NA,Disk diffusion,0,0,12,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Molade,,Meat,22,420,12,Imipenem,IMP,Carbapenem,Critically important,NA,NA,NA,NA,NA,Disk diffusion,0,0,12,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,,,Meat,22,420,120,Imipenem,IMP,Carbapenem,Critically important,NA,NA,NA,NA,NA,Disk diffusion,0,0,120,76.7,CLSI,,,
10.1186/s12917-019-1867-z,Elkenany et al.2019,Antimicrobial resistance profiles and virulence genotyping of Salmonella enterica serovars recovered from broiler chickens and chicken carcasses in Egypt.,2019,BMC veterinary research,Egypt,EGY,Northern Africa,29.990912,31.249854,2017,2017,Chicken,Salmonella,,Salmonella Enteriditis,,Meat,22,420,48,Ciprofloxacin,CIP,Fluoroquinolones,Critically important,NA,NA,NA,NA,NA,Disk diffusion,6,0,42,76.7,CLSI,,,
